flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,mean_parse_tree_depth,mean_ents_per_sentence,mean_intj,mean_space,mean_pron,mean_aux,mean_verb,mean_part,mean_adp,mean_noun,mean_cconj,mean_adv,mean_sconj,mean_adj,mean_det,mean_num,mean_propn,mean_punct,mean_sym,mean_x,label
0.6998534251782538,-0.3815647625289885,-0.3743377382602838,-0.5214315348734012,-0.34785814488611805,-0.06735868416722113,-0.49509213759944765,-0.16346109214262966,-0.23157371443040312,-0.4937884136067693,-0.535440243106766,-0.22013271054180866,0.4076874868396105,0.4245946311658943,1.931449226469084,1.7270317648615567,0.5741685086730061,1.1133322382877826,0.27884211521867586,-0.6305894413271484,0.5027936002722586,2.2304724565083327,0.5168463370937707,0.14138378984398392,-0.5830617435212667,-0.22173518878318105,-0.3428366402841873,-0.4206547552876951,-0.3160946871310573,-0.17535090981958,3
-0.35109119679796325,0.3855307273012265,0.45654643118454435,0.5144809276103172,0.5041599714037445,0.5744885997161014,0.7210508698562503,-0.16346109214262966,0.5670849216513009,0.288938260057436,1.1929742361681785,-0.48590508240691843,-0.4341716774152314,0.4245946311658943,0.864654256452187,0.8354680272308846,1.3489751040958082,2.3826748600946854,0.42634027680724007,0.32838696420959673,0.5738265684809352,1.7731408655081213,0.8400104902778727,0.5384503581657207,0.6645028747728658,0.01885896516535808,-0.6879544306216426,0.36383138090181316,-0.3160946871310573,-0.17535090981958,3
-0.03391421629162736,-0.2757584880696484,-0.01554684690910809,0.20596462522412493,-0.06901585228216305,0.35275953801095355,-0.47929807256755547,-0.3431640691620139,-0.13222837189341072,0.09325659164138468,0.8417242003338348,0.4062636570695983,-0.4341716774152314,-1.4171352123566638,-1.2689356835816066,-0.8068862262993015,-0.275966505749236,0.4081418928395033,0.29727938541724647,-0.22826025969391622,-0.2785690500231834,-0.7837584841748783,-0.2264312152296642,0.14138378984398392,0.8876445138173451,-0.02410427661116676,0.8650756258969065,-0.5902733793286699,-0.3160946871310573,-0.17535090981958,3
-0.8879250712668955,0.8616589623682562,0.49431389343203674,0.6424023212826406,0.22531767879978956,0.7106380235701394,-0.05285831670646657,0.126828332273299,0.5066985369719524,0.48461992847348734,0.6028463525264511,0.1659581451982145,-0.4341716774152314,-1.1540309489963008,-1.173686132687241,0.037753104087651285,-0.2652053030350304,-0.09959515588325764,0.27884211521867586,0.2622506603794763,0.2423393835071113,-0.5758804882656912,-0.7758102756426377,0.057157548078766905,1.080357747537577,0.31100900924572705,0.31863912452926874,-0.5902733793286699,0.44641144189014775,-0.17535090981958,3
-0.5735884816307657,0.33262759007155623,0.4187789689370523,0.6298610081775107,0.333756348145772,0.7261979577248866,0.08928826858056307,0.43647038498362306,0.23398583196844364,0.48461992847348734,0.5414037249463646,0.9736516712103657,-0.4341716774152314,0.4245946311658943,-1.0022369410773824,-0.3611043574839654,0.8754821846707623,-0.4945017493342941,-0.03459147815702374,0.32838696420959673,0.4080829759940231,-0.6382438870384474,0.6461119983674116,-0.36397366074731785,0.3399332179808966,-0.11003076016421644,2.0442280762165455,-0.5902733793286699,-0.3160946871310573,1.5075672439520633,3
0.004431060456153637,0.12101504115287652,-0.09108177140409238,0.33639428151747436,-0.06901585228216305,0.0649007561481301,-0.5582683977270164,0.10263754690530502,-0.15560374660799736,0.09325659164138468,-0.4919746384267964,-0.8798158416494741,-0.4341716774152314,-1.1540309489963008,-0.4688394560689339,-0.3611043574839654,0.5203624951019777,-0.18421799733705124,-0.2374014503412999,0.543329951657488,0.5501489124113763,0.983204481053211,-1.1636072594635603,-0.6888463075560116,0.6746456765476152,-0.34203226575745066,-0.8748932337210976,-0.5902733793286699,-0.3160946871310573,-0.17535090981958,3
-0.7274429871002569,0.5177885703754015,0.6453837424220054,0.820488967375483,0.6280898792277246,0.7106380235701394,1.0685203005578783,0.8283611079451266,0.4950108496146591,0.6803015968895386,0.7817615430219103,1.328726751027491,-0.4341716774152314,0.4245946311658943,-1.3451353242970991,0.8589302308527444,0.2620936299610438,0.12606575466019163,0.9333652072679308,0.9291250573331902,-0.06547014539715372,0.33878269373473135,0.29063142986489926,0.5625149986700684,0.4007900286293909,0.6890855368791458,0.5199578355594512,0.512247676937666,0.44641144189014775,-0.17535090981958,3
0.4579468027323769,-0.3815647625289885,-0.39322146938403,0.10312585776206087,-0.2394194755401355,-0.05568873355116062,-0.6214446578545851,-0.13927030677463542,-0.3036477864670449,-0.10242507677466664,0.3719549248368683,-0.07034227480864613,-0.4341716774152314,-0.890926685635935,-1.4784846955492112,-0.19686893213094667,-0.3620561274628806,-0.4662941355163629,-0.016154207958453168,-0.0794535760761454,-0.7047668592752426,-0.11854889726547993,-0.032532723319202955,0.009028267070071472,0.8572161084930977,-0.30766167233623076,-0.20622751494227792,-0.5902733793286699,-0.3160946871310573,-0.17535090981958,3
-0.7246025962300512,0.6500464134495765,0.24882538882333735,0.9609516741529365,0.1633527248877995,0.6328383527964032,-0.33715148728052585,-0.11507952140664146,0.10736921893110059,0.288938260057436,1.030902795512547,0.1339174102820301,-0.4341716774152314,-1.4171352123566638,-1.1927360428661138,-0.9007350407867407,-0.41586214103390856,-0.8329931151494682,-0.3203691662348675,-0.04087406550857527,-0.5153456107187718,-0.16012449644731735,-0.7434938603242275,-0.3760059809994916,0.21821959668390792,-0.33343961740214567,0.7428464084857245,-0.5902733793286699,-0.3160946871310573,-0.17535090981958,3
-0.6408110655589743,0.4913370017605661,0.5131976245557828,0.7301915130185489,0.5041599714037445,0.41499927462994246,1.289637211004369,-0.2602242336146058,0.30021606032643855,0.48461992847348734,0.42279096046587883,1.0020210719174039,0.4076874868396105,0.4245946311658943,-1.2879855937604798,-0.4080287647276848,0.3804668598173052,0.5209723481112281,0.979458382764357,0.49923908243740767,0.2423393835071113,-0.11854889726547993,-0.4849625377769458,0.23764235186137453,0.39064722685464165,0.5344178664836564,1.2749030019226346,-0.5902733793286699,-0.3160946871310573,-0.17535090981958,3
